Time,Stock Exchange,Name,Field,Offer Price,Total Offering Value,Initial Listing Price,MarketCap
08. Nov 2004,Delisted (Transfer),SOLON SE, Industrie,None,None,None,None
08. Nov 2004,Prime Standard (Neuemission),InTiCa Systems SE, Technologie," € 18,40 "," € 23.920.000,00"," € 18,40 "," € 23.920.000,00"
19. Jul 2004,Prime Standard (Neuemission),Epigenomics AG, Pharma & Gesundheit," € 9,00 "," € 143.772.768,00"," € 9,00 "," € 143.772.768,00"
23. Jun 2004,Delisted (Neuemission),Deutsche Postbank AG, Banken," € 29,00 "," € 4.756.000.000,00"," € 29,00 "," € 4.756.000.000,00"
10. Jun 2004,Delisted (Transfer),CCR Logistics Systems AG, Industrie,None,None,None,None
19. Mai 2004,Delisted (Neuemission),Diebold Nixdorf Aktiengesellschaft, Software," € 41,00 "," € 678.242.254,00"," € 41,00 "," € 678.242.254,00"
17. Mai 2004,Delisted (Neuemission),MIFA Mitteldeutsche Fahrradwerke AG, Konsumgüter," € 9,30 "," € 55.800.000,00"," € 9,30 "," € 55.800.000,00"
27. Apr 2004,Delisted (Notierungsaufnahme),Constantin Medien AG, Medien,None,None," € 3,70 "," € 242.784.609,00"
06. Okt 2003,Delisted (Notierungsaufnahme),Hypo Real Estate Holding AG, Finanzdienstleistung,None,None," € 11,25 "," € 1.467.379.968,75"
08. Nov 2002,General Standard (Neuemission),tmc Content Group AG, Medien," € 34,75 ", -," € 34,75 ", -
17. Jul 2002,General Standard (Neuemission),SOLAR-FABRIK AG, Industrie," € 8,15 ", -," € 8,15 ", -
08. Jul 2002,Delisted (Neuemission),AIRE GmbH & Co. KGaA, Finanzdienstleistung," € 29,25 ", -," € 29,25 ", -
17. Jun 2002,Prime Standard (Notierungsaufnahme),Aareal Bank AG, Banken,None,None," € 17,95 ", -
10. Jun 2002,Delisted (Neuemission),TIG Themis Industries Group GmbH & Co. KGaA, Finanzdienstleistung," € 1,08 ", -," € 1,08 ", -
28. Mär 2002,General Standard (Neuemission),UNIPROF Real Estate Holding AG, Finanzdienstleistung," € 5,75 ", -," € 5,75 ", -
26. Mär 2002,Delisted (Neuemission),REpower Systems SE, Industrie," € 42,00 ", -," € 42,00 ", -
21. Dez 2001,General Standard (Neuemission),B.A.U.M. AG, Versicherungen," € 0,50 ", -," € 0,50 ", -
21. Dez 2001,Delisted (Neuemission),Vivacon AG, Finanzdienstleistung," € 12,40 ", -," € 12,40 ", -
26. Nov 2001,Delisted (Notierungsaufnahme),Scholz & Friends AG, -kein-,None,None," € 4,10 ", -
23. Nov 2001,Prime Standard (Notierungsaufnahme),STRATEC SE, Pharma & Gesundheit,None,None," € 8,10 ", -
04. Sep 2001,Delisted (Notierungsaufnahme),EIC Electricity S.A., -kein-,None,None," € 66,00 ", -
15. Aug 2001,Basic Board (Notierungsaufnahme),SM Wirtschaftsberatungs AG, Finanzdienstleistung,None,None," € 12,75 ", -
24. Jul 2001,Prime Standard (Neuemission),init innovation in traffic systems SE, Technologie," € 5,10 ", -," € 5,10 ", -
02. Jul 2001,Prime Standard (Notierungsaufnahme),Rofin-Sinar Technologies Inc., Industrie,None,None," € 16,20 ", -
22. Jun 2001,Delisted (Neuemission),ESSANELLE HAIR GROUP AG, Handel," € 6,00 ", -," € 6,00 ", -
22. Jun 2001,Delisted (Neuemission),Softship AG, Software," € 4,30 ", -," € 4,30 ", -
13. Jun 2001,Delisted (Neuemission),W.O.M. WORLD OF MEDICINE AG, Pharma & Gesundheit," € 10,90 ", -," € 10,90 ", -
11. Jun 2001,Prime Standard (Neuemission),Fraport AG, Transport & Logistik," € 35,40 ", -," € 35,40 ", -
08. Jun 2001,Delisted (Neuemission),PULSION Medical Systems SE, Pharma & Gesundheit," € 7,05 ", -," € 7,05 ", -
30. Mai 2001,General Standard (Neuemission),Müller - Die lila Logistik SE, Transport & Logistik," € 7,00 ", -," € 7,00 ", -
15. Mai 2001,Delisted (Notierungsaufnahme),Novavisions AG, Software,None,None," € 6,20 ", -
09. Apr 2001,Delisted (Neuemission),farmatic biotech energy AG, Industrie," € 17,00 ", -," € 17,00 ", -
02. Apr 2001,Prime Standard (Neuemission),Nordex SE, Industrie," € 9,00 ", -," € 9,00 ", -
29. Mär 2001,Delisted (Neuemission),TRIPLAN AG, Bauindustrie," € 6,30 ", -," € 6,30 ", -
20. Mär 2001,Delisted (Neuemission),agiplan TechnoSoft AG, Software," € 6,30 ", -," € 6,30 ", -
15. Mär 2001,General Standard (Neuemission),LS telcom AG, Telekommunikation," € 9,85 ", -," € 9,85 ", -
13. Mär 2001,Prime Standard (Neuemission),OHB SE, Technologie," € 10,00 ", -," € 10,00 ", -
14. Feb 2001,General Standard (Neuemission),co.don AG, Pharma & Gesundheit," € 16,00 ", -," € 16,00 ", -
09. Feb 2001,Delisted (Notierungsaufnahme),DGAG Deutsche Grundvermögen AG, -kein-,None,None," € 18,35 ", -
09. Feb 2001,Delisted (Neuemission),sunways AG, Industrie," € 13,00 ", -," € 13,00 ", -
05. Feb 2001,Prime Standard (Neuemission),Deutsche Börse AG, Finanzdienstleistung," € 362,00 ", -," € 362,00 ", -
24. Jan 2001,Prime Standard (Neuemission),Dr. Hönle AG, Industrie," € 16,50 ", -," € 16,50 ", -
02. Jan 2001,Prime Standard (Neuemission),Deutsche EuroShop AG, Finanzdienstleistung," € 38,40 ", -," € 38,40 ", -
27. Dez 2000,Delisted (Notierungsaufnahme),FinecoGroup S.p.A., -kein-,None,None," € 7,10 ", -
19. Dez 2000,Delisted (Notierungsaufnahme),PA Power Automation AG, Technologie,None,None," € 27,75 ", -
14. Dez 2000,Prime Standard (Notierungsaufnahme),TAG Immobilien AG, Finanzdienstleistung,None,None," € 62,00 ", -
11. Dez 2000,Delisted (Neuemission),Maier + Partner AG, Finanzdienstleistung," € 5,95 ", -," € 5,95 ", -
07. Dez 2000,Delisted (Notierungsaufnahme),QXL ricardo plc, -kein-,None,None," € 0,20 ", -
06. Dez 2000,Prime Standard (Neuemission),MediClin AG, Pharma & Gesundheit," € 11,21 ", -," € 11,21 ", -
01. Dez 2000,Delisted (Neuemission),BioTissue Technologies AG, -kein-," € 27,15 ", -," € 27,15 ", -
29. Nov 2000,Prime Standard (Neuemission),paragon GmbH & Co. KGaA, Automobil," € 8,00 ", -," € 8,00 ", -
28. Nov 2000,Delisted (Neuemission),EECH GROUP AG, Industrie," € 19,00 ", -," € 19,00 ", -
24. Nov 2000,Delisted (Neuemission),COMTRADE AG, Software," € 4,70 ", -," € 4,70 ", -
22. Nov 2000,Delisted (Neuemission),MOOD AND MOTION AG, Medien," € 9,00 ", -," € 9,00 ", -
21. Nov 2000,Delisted (Neuemission),e-m-s new media AG, Medien," € 5,50 ", -," € 5,50 ", -
21. Nov 2000,Delisted (Neuemission),GROUP Technologies AG Umt., Software," € 7,50 ", -," € 7,50 ", -
20. Nov 2000,Prime Standard (Neuemission),Kontron AG, Technologie," € 17,00 ", -," € 17,00 ", -
20. Nov 2000,Prime Standard (Neuemission),Deutsche Post AG, Transport & Logistik," € 21,40 ", -," € 21,40 ", -
20. Nov 2000,Delisted (Neuemission),MME MOVIEMENT AG, Medien," € 7,10 ", -," € 7,10 ", -
16. Nov 2000,General Standard (Neuemission),TC Unterhaltungselektronik AG, Konsumgüter," € 13,50 ", -," € 13,50 ", -
15. Nov 2000,Quotation Board (Neuemission),Funkwerk AG, Technologie," € 23,50 ", -," € 23,50 ", -
15. Nov 2000,Delisted (Neuemission),biolitec AG (delisted), Pharma & Gesundheit," € 16,50 ", -," € 16,50 ", -
07. Nov 2000,General Standard (Neuemission),SPORTTOTAL AG, Medien," € 5,00 ", -," € 5,00 ", -
07. Nov 2000,Delisted (Neuemission),Heiler Software AG, Software," € 9,00 ", -," € 9,00 ", -
06. Nov 2000,Prime Standard (Notierungsaufnahme),BayWa AG, Industrie,None,None," € 6,80 ", -
06. Nov 2000,Prime Standard (Notierungsaufnahme),BayWa AG, Industrie,None,None," € 6,25 ", -
02. Nov 2000,Delisted (Neuemission),Reply Deutschland AG, Software," € 26,00 ", -," € 26,00 ", -
30. Okt 2000,Delisted (Neuemission),CAMELOT tele.communication.online AG, Telekommunikation," € 8,50 ", -," € 8,50 ", -
30. Okt 2000,Prime Standard (Neuemission),Borussia Dortmund GmbH & Co. KGaA, Medien," € 11,00 ", -," € 11,00 ", -
26. Okt 2000,Delisted (Notierungsaufnahme),Eurofins Scientific Group, Pharma & Gesundheit," € 38,80 ", -," € 38,80 ", -
25. Okt 2000,Delisted (Neuemission),Wirecard AG, Software," € 5,20 ", -," € 5,20 ", -
20. Okt 2000,Delisted (Neuemission),AWD Holding AG, Finanzdienstleistung," € 56,10 ", -," € 56,10 ", -
18. Okt 2000,Delisted (Neuemission),Genmab A/S, -kein-," € 30,00 ", -," € 30,00 ", -
13. Okt 2000,Prime Standard (Notierungsaufnahme),ProSiebenSat.1 Media SE, Medien,None,None," € 33,00 ", -
11. Okt 2000,Delisted (Notierungsaufnahme),Omega Project Co. Ltd., -kein-,None,None," € 7,50 ", -
09. Okt 2000,Prime Standard (Neuemission),ad pepper media International N.V., Medien," € 17,50 ", -," € 17,50 ", -
06. Okt 2000,Prime Standard (Neuemission),Syzygy AG, Software," € 21,20 ", -," € 21,20 ", -
28. Sep 2000,Scale (Neuemission),MPC Münchmeyer Petersen Capital AG, Finanzdienstleistung," € 34,00 ", -," € 34,00 ", -
25. Sep 2000,Delisted (Neuemission),Winter AG, Technologie," € 13,70 ", -," € 13,70 ", -
25. Sep 2000,General Standard (Neuemission),ORBIS SE, Industrie," € 12,50 ", -," € 12,50 ", -
21. Sep 2000,Delisted (Neuemission),Brainpower N.V., -kein-," € 11,00 ", -," € 11,00 ", -
21. Sep 2000,Delisted (Neuemission),Lambda Physik AG, -kein-," € 56,00 ", -," € 56,00 ", -
20. Sep 2000,Delisted (Neuemission),caatoosee ag i.L., Software," € 42,00 ", -," € 42,00 ", -
20. Sep 2000,Delisted (Neuemission),GAP AG für GSM Applikationen und Produkte, -kein-," € 26,00 ", -," € 26,00 ", -
14. Sep 2000,Delisted (Neuemission),pgam advanced technologies AG, -kein-," € 12,20 ", -," € 12,20 ", -
13. Sep 2000,Delisted (Neuemission),SAP Systems Integration AG, -kein-," € 53,00 ", -," € 53,00 ", -
04. Sep 2000,Delisted (Notierungsaufnahme),itelligence AG, Software,None,None," € 33,00 ", -
04. Sep 2000,Delisted (Notierungsaufnahme),IVG Deutschland Immobilien AG, Finanzdienstleistung,None,None," € 26,00 ", -
04. Sep 2000,Delisted (Neuemission),LINOS AG, Industrie," € 73,00 ", -," € 73,00 ", -
31. Aug 2000,General Standard (Neuemission),Deutsche Cannabis AG, Finanzdienstleistung," € 13,70 ", -," € 13,70 ", -
28. Aug 2000,Delisted (Neuemission),4MBO International Electronic AG, -kein-," € 39,50 ", -," € 39,50 ", -
24. Aug 2000,Delisted (Notierungsaufnahme),Metis Capital Ltd., Finanzdienstleistung," € 15,10 ", -," € 15,10 ", -
24. Aug 2000,Delisted (Neuemission),Blue C Consulting AG, -kein-," € 12,00 ", -," € 12,00 ", -
11. Aug 2000,General Standard (Neuemission),2invest AG, Pharma & Gesundheit," € 65,00 ", -," € 65,00 ", -
10. Aug 2000,Delisted (Neuemission),"Cytori Therapeutics, Inc.", -kein-," € 21,20 ", -," € 21,20 ", -
08. Aug 2000,Delisted (Neuemission),eJay AG, -kein-," € 5,20 ", -," € 5,20 ", -
31. Jul 2000,Delisted (Neuemission),Advanced Photonics Technologies AG, Industrie," € 21,00 ", -," € 21,00 ", -
28. Jul 2000,Delisted (Notierungsaufnahme),Job-Today AG, -kein-,None,None," € 10,00 ", -
25. Jul 2000,Delisted (Neuemission),Catalis SE, Software," € 16,00 ", -," € 16,00 ", -
24. Jul 2000,Prime Standard (Neuemission),NEXUS AG, Software," € 9,00 ", -," € 9,00 ", -
21. Jul 2000,Delisted (Neuemission),MCC Global N.V., Finanzdienstleistung," € 5,00 ", -," € 5,00 ", -
21. Jul 2000,Delisted (Neuemission),CAA AG, -kein-," € 28,00 ", -," € 28,00 ", -
21. Jul 2000,Delisted (Neuemission),GeneScan Europe AG, Pharma & Gesundheit," € 80,00 ", -," € 80,00 ", -
20. Jul 2000,Delisted (Neuemission),curasan AG, Pharma & Gesundheit," € 30,00 ", -," € 30,00 ", -
19. Jul 2000,General Standard (Neuemission),pferdewetten.de AG, Konsumgüter," € 11,00 ", -," € 11,00 ", -
19. Jul 2000,Delisted (Neuemission),VIVA Media AG, -kein-," € 17,00 ", -," € 17,00 ", -
17. Jul 2000,Delisted (Neuemission),Texas Instruments Berlin, -kein-," € 30,00 ", -," € 30,00 ", -
17. Jul 2000,Delisted (Neuemission),UMS United Medical Systems International AG i.L., Pharma & Gesundheit," € 25,00 ", -," € 25,00 ", -
13. Jul 2000,Delisted (Neuemission),HolidayCheck Group AG, Software," € 12,00 ", -," € 12,00 ", -
11. Jul 2000,General Standard (Neuemission),Allgeier SE, Software," € 21,00 ", -," € 21,00 ", -
11. Jul 2000,Delisted (Neuemission),ArtStor AG, Software," € 12,00 ", -," € 12,00 ", -
10. Jul 2000,Prime Standard (Notierungsaufnahme),Airbus SE, Industrie," € 19,00 ", -," € 19,00 ", -
07. Jul 2000,Prime Standard (Neuemission),IVU Traffic Technologies AG, Software," € 18,00 ", -," € 18,00 ", -
05. Jul 2000,Delisted (Neuemission),media[netCom] AG, -kein-," € 21,00 ", -," € 21,00 ", -
05. Jul 2000,Delisted (Neuemission),Umweltkontor Renewable Energy AG, -kein-," € 24,00 ", -," € 24,00 ", -
05. Jul 2000,Delisted (Neuemission),Wapme Systems AG, Software," € 16,00 ", -," € 16,00 ", -
04. Jul 2000,Delisted (Neuemission),USU AG, -kein-," € 21,00 ", -," € 21,00 ", -
03. Jul 2000,Scale (Neuemission),Geratherm Medical AG, Pharma & Gesundheit," € 9,65 ", -," € 9,65 ", -
03. Jul 2000,Delisted (Neuemission),Analytik Jena AG, Industrie," € 31,00 ", -," € 31,00 ", -
30. Jun 2000,Delisted (Neuemission),Conduit Public Limited Company, -kein-," € 16,00 ", -," € 16,00 ", -
30. Jun 2000,Prime Standard (Neuemission),MediGene AG, Pharma & Gesundheit," € 55,00 ", -," € 55,00 ", -
29. Jun 2000,Delisted (Neuemission),Media! AG für innovative Medientechnologie, -kein-," € 25,00 ", -," € 25,00 ", -
28. Jun 2000,Delisted (Neuemission),Feedback AG, Finanzdienstleistung," € 10,50 ", -," € 10,50 ", -
28. Jun 2000,Delisted (Neuemission),Microlog Logistics AG, -kein-," € 56,00 ", -," € 56,00 ", -
28. Jun 2000,Delisted (Neuemission),Alphaform AG, Industrie," € 16,00 ", -," € 16,00 ", -
27. Jun 2000,Delisted (Neuemission),Spark Networks plc, Handel," € 6,50 ", -," € 6,50 ", -
26. Jun 2000,Basic Board (Notierungsaufnahme),Sparta AG, Finanzdienstleistung,None,None," € 16,55 ", -
21. Jun 2000,Delisted (Neuemission),PixelNet AG, -kein-," € 14,00 ", -," € 14,00 ", -
21. Jun 2000,Prime Standard (Neuemission),adesso SE, Software," € 22,00 ", -," € 22,00 ", -
21. Jun 2000,Delisted (Neuemission),IBS AG excellence collaboration manufacturing, Software," € 25,00 ", -," € 25,00 ", -
20. Jun 2000,Delisted (Neuemission),IN-motion AG movie & TV productions, Medien," € 23,00 ", -," € 23,00 ", -
20. Jun 2000,Delisted (Neuemission),UNITED VISIONS ENTERTAINMENT AG, Software," € 28,00 ", -," € 28,00 ", -
19. Jun 2000,Prime Standard (Notierungsaufnahme),E.ON SE, Versorger,None,None," € 55,70 ", -
16. Jun 2000,Prime Standard (Neuemission),Masterflex SE, Industrie," € 30,50 ", -," € 30,50 ", -
13. Jun 2000,Delisted (Neuemission),Medisana AG, Pharma & Gesundheit," € 16,00 ", -," € 16,00 ", -
13. Jun 2000,Delisted (Neuemission),AmaTech AG, Technologie," € 24,50 ", -," € 24,50 ", -
05. Jun 2000,Delisted (Neuemission),comdirect bank AG, Finanzdienstleistung," € 38,00 ", -," € 38,00 ", -
31. Mai 2000,Delisted (Neuemission),Agennix AG, Pharma & Gesundheit," € 31,50 ", -," € 31,50 ", -
30. Mai 2000,Delisted (Neuemission),CargoLifter AG, Transport & Logistik," € 15,50 ", -," € 15,50 ", -
26. Mai 2000,Delisted (Neuemission),TELE ATLAS N.V., Software," € 19,00 ", -," € 19,00 ", -
25. Mai 2000,General Standard (Neuemission),Energiekontor AG, Industrie," € 36,00 ", -," € 36,00 ", -
23. Mai 2000,Delisted (Neuemission),D+S europe AG, Medien," € 25,00 ", -," € 25,00 ", -
22. Mai 2000,Delisted (Neuemission),Broadnet AG, -kein-," € 48,20 ", -," € 48,20 ", -
18. Mai 2000,Delisted (Neuemission),IM Internationalmedia AG, Medien," € 35,00 ", -," € 35,00 ", -
16. Mai 2000,Prime Standard (Neuemission),Softing AG, Software," € 16,00 ", -," € 16,00 ", -
16. Mai 2000,Delisted (Neuemission),Girindus AG i.L., Pharma & Gesundheit," € 35,00 ", -," € 35,00 ", -
15. Mai 2000,Delisted (Neuemission),Valor Computerized Systems Ltd., Software," € 14,30 ", -," € 14,30 ", -
15. Mai 2000,Delisted (Neuemission),Rücker AG, Automobil," € 22,00 ", -," € 22,00 ", -
12. Mai 2000,Basic Board (Neuemission),GBS Software AG, Software," € 29,00 ", -," € 29,00 ", -
11. Mai 2000,Delisted (Neuemission),Sedo Holding AG, Medien," € 16,20 ", -," € 16,20 ", -
10. Mai 2000,Delisted (Neuemission),Adori AG, -kein-," € 13,50 ", -," € 13,50 ", -
10. Mai 2000,Prime Standard (Neuemission),United Labels AG, Handel," € 85,00 ", -," € 85,00 ", -
09. Mai 2000,Delisted (Neuemission),ARBOmedia AG, Medien," € 53,00 ", -," € 53,00 ", -
09. Mai 2000,Delisted (Neuemission),Eichborn AG, -kein-," € 14,00 ", -," € 14,00 ", -
05. Mai 2000,Delisted (Neuemission),PC-WARE Information Technologies AG, Software," € 38,00 ", -," € 38,00 ", -
20. Apr 2000,Delisted (Neuemission),ISRA VISION AG, Software," € 50,00 ", -," € 50,00 ", -
19. Apr 2000,Prime Standard (Neuemission),q.beyond AG, Software," € 19,00 ", -," € 19,00 ", -
18. Apr 2000,Delisted (Neuemission),cycos AG, Software," € 33,00 ", -," € 33,00 ", -
17. Apr 2000,Delisted (Neuemission),T-Online International AG, -kein-," € 28,50 ", -," € 28,50 ", -
17. Apr 2000,Basic Board (Neuemission),DocCheck AG, Software," € 23,00 ", -," € 23,00 ", -
17. Apr 2000,Delisted (Neuemission),cdv Software Entertainment AG, Software," € 58,00 ", -," € 58,00 ", -
11. Apr 2000,Delisted (Neuemission),update software AG, Software," € 24,00 ", -," € 24,00 ", -
10. Apr 2000,Delisted (Neuemission),november AG, Pharma & Gesundheit," € 40,00 ", -," € 40,00 ", -
06. Apr 2000,Delisted (Neuemission),Kontron AG, Technologie," € 39,50 ", -," € 39,50 ", -
06. Apr 2000,Delisted (Neuemission),jobpilot AG, -kein-," € 19,00 ", -," € 19,00 ", -
04. Apr 2000,Prime Standard (Neuemission),GRENKE AG, Finanzdienstleistung," € 19,00 ", -," € 19,00 ", -
30. Mär 2000,Prime Standard (Neuemission),Bechtle AG, Software," € 30,00 ", -," € 30,00 ", -
27. Mär 2000,Delisted (Neuemission),Kretztechnik AG, -kein-," € 21,80 ", -," € 21,80 ", -
27. Mär 2000,Delisted (Notierungsaufnahme),ADITRON AG, -kein-,None,None," € 20,00 ", -
27. Mär 2000,Delisted (Neuemission),INTERNOLIX AG, Software," € 40,50 ", -," € 40,50 ", -
27. Mär 2000,Delisted (Neuemission),Concept! AG, -kein-," € 56,00 ", -," € 56,00 ", -
23. Mär 2000,Delisted (Neuemission),Rohwedder AG, Industrie," € 15,70 ", -," € 15,70 ", -
22. Mär 2000,Quotation Board (Neuemission),PRO DV AG, -kein-," € 22,00 ", -," € 22,00 ", -
22. Mär 2000,Prime Standard (Neuemission),Carl Zeiss Meditec AG, Pharma & Gesundheit," € 34,50 ", -," € 34,50 ", -
22. Mär 2000,Delisted (Neuemission),Jubii Europe N.V. (i.L.), Software," € 24,00 ", -," € 24,00 ", -
22. Mär 2000,Delisted (Neuemission),TV-Loonland AG, Medien," € 65,00 ", -," € 65,00 ", -
21. Mär 2000,Prime Standard (Neuemission),ATOSS Software AG, Software," € 31,50 ", -," € 31,50 ", -
21. Mär 2000,Delisted (Neuemission),TelesensKSCL AG, -kein-," € 41,00 ", -," € 41,00 ", -
21. Mär 2000,Prime Standard (Neuemission),USU Software AG, Software," € 106,00 ", -," € 106,00 ", -
20. Mär 2000,Prime Standard (Neuemission),Logwin AG, Transport & Logistik," € 42,30 ", -," € 42,30 ", -
17. Mär 2000,Delisted (Neuemission),net SE, Software," € 37,00 ", -," € 37,00 ", -
17. Mär 2000,General Standard (Neuemission),ISION Internet AG, Software," € 150,00 ", -," € 150,00 ", -
15. Mär 2000,General Standard (Neuemission),German Value Property Group AG, Handel," € 32,00 ", -," € 32,00 ", -
13. Mär 2000,Prime Standard (Neuemission),Infineon Technologies AG, Technologie," € 70,20 ", -," € 70,20 ", -
13. Mär 2000,Delisted (Neuemission),DCI AG, -kein-," € 65,00 ", -," € 65,00 ", -
09. Mär 2000,Delisted (Neuemission),BKN International AG, Medien," € 58,00 ", -," € 58,00 ", -
09. Mär 2000,Delisted (Neuemission),TRIUS AG i.L., -kein-," € 50,00 ", -," € 50,00 ", -
07. Mär 2000,Delisted (Neuemission),IPC ARCHTEC AG, Technologie," € 75,00 ", -," € 75,00 ", -
06. Mär 2000,Delisted (Neuemission),IFCO SYSTEMS N.V., Transport & Logistik," € 36,00 ", -," € 36,00 ", -
03. Mär 2000,Prime Standard (Neuemission),RATIONAL AG, Industrie," € 35,00 ", -," € 35,00 ", -
01. Mär 2000,Delisted (Neuemission),aligna AG, Pharma & Gesundheit," € 120,00 ", -," € 120,00 ", -
29. Feb 2000,Delisted (Neuemission),m+s Elektronik AG, Technologie," € 21,00 ", -," € 21,00 ", -
29. Feb 2000,Delisted (Neuemission),Arndt AG, Transport & Logistik," € 9,10 ", -," € 9,10 ", -
28. Feb 2000,Delisted (Neuemission),Advanced Vision Technology Ltd., Industrie," € 26,00 ", -," € 26,00 ", -
28. Feb 2000,Delisted (Neuemission),OnVista AG, Software," € 65,00 ", -," € 65,00 ", -
24. Feb 2000,Delisted (Neuemission),Abwicklungsgesellschaft Rösch AG Medizintechnik, Pharma & Gesundheit," € 60,00 ", -," € 60,00 ", -
24. Feb 2000,Delisted (Neuemission),Carrier 1 International S.A., -kein-," € 125,00 ", -," € 125,00 ", -
24. Feb 2000,Delisted (Neuemission),techem AG, Industrie," € 19,50 ", -," € 19,50 ", -
22. Feb 2000,General Standard (Neuemission),Pironet NDH AG, Software," € 46,50 ", -," € 46,50 ", -
22. Feb 2000,Delisted (Neuemission),Biodata Information Technology AG, Software," € 240,00 ", -," € 240,00 ", -
21. Feb 2000,General Standard (Neuemission),Philomaxcap AG, Medien," € 55,00 ", -," € 55,00 ", -
21. Feb 2000,Delisted (Neuemission),msg life ag, Software," € 60,00 ", -," € 60,00 ", -
17. Feb 2000,Delisted (Neuemission),Atevia AG, Software," € 65,00 ", -," € 65,00 ", -
15. Feb 2000,Delisted (Neuemission),MIS AG, -kein-," € 130,00 ", -," € 130,00 ", -
14. Feb 2000,Delisted (Neuemission),Datasave AG Informationssysteme i.L., -kein-," € 29,00 ", -," € 29,00 ", -
14. Feb 2000,Delisted (Neuemission),Softline AG, Handel," € 74,00 ", -," € 74,00 ", -
11. Feb 2000,Delisted (Notierungsaufnahme),Novavisions AG, Software," € 55,00 ", -," € 55,00 ", -
07. Feb 2000,Delisted (Neuemission),118000 AG, Technologie," € 100,00 ", -," € 100,00 ", -
07. Feb 2000,Delisted (Neuemission),Fortune Management Inc., Finanzdienstleistung," € 23,00 ", -," € 23,00 ", -
03. Feb 2000,Delisted (Neuemission),ABIT AG, -kein-," € 59,00 ", -," € 59,00 ", -
02. Feb 2000,Delisted (Neuemission),PopNet Internet AG, Software," € 55,00 ", -," € 55,00 ", -
02. Feb 2000,Delisted (Neuemission),Swing! Entert@inment Media AG, Medien," € 22,00 ", -," € 22,00 ", -
01. Feb 2000,Delisted (Neuemission),VISIONIX Ltd., -kein-," € 45,00 ", -," € 45,00 ", -
01. Feb 2000,Prime Standard (Neuemission),CTS Eventim AG & Co. KGaA, Medien," € 25,50 ", -," € 25,50 ", -
28. Jan 2000,Delisted (Notierungsaufnahme),DICOM GROUP plc, -kein-," € 13,80 ", -," € 13,80 ", -
20. Dez 1999,Quotation Board (Notierungsaufnahme),Sanofi-Aventis S.A., -kein-,None,None," € 3,82 ", -
13. Dez 1999,Delisted (Notierungsaufnahme),GfN AG, -kein-," € 12,30 ", -," € 12,30 ", -
07. Dez 1999,Delisted (Notierungsaufnahme),Integra S.A., -kein-," € 110,00 ", -," € 110,00 ", -
03. Dez 1999,Delisted (Neuemission),freenet.de AG, -kein-," € 68,00 ", -," € 68,00 ", -
02. Dez 1999,Delisted (Neuemission),bäurer Aktiengesellschaft, -kein-," € 23,00 ", -," € 23,00 ", -
01. Dez 1999,Prime Standard (Notierungsaufnahme),DMG MORI AKTIENGESELLSCHAFT, Industrie,None,None," € 6,40 ", -
30. Nov 1999,Delisted (Neuemission),TOMORROW Internet AG, -kein-," € 33,00 ", -," € 33,00 ", -
30. Nov 1999,Delisted (Neuemission),condomi AG, Konsumgüter," € 23,50 ", -," € 23,50 ", -
29. Nov 1999,Delisted (Notierungsaufnahme),"TEAM Communications Group, Inc.", Medien," € 5,70 ", -," € 5,70 ", -
26. Nov 1999,Delisted (Neuemission),ComROAD AG, -kein-," € 25,00 ", -," € 25,00 ", -
25. Nov 1999,Prime Standard (Neuemission),3U Holding AG, Industrie," € 30,50 ", -," € 30,50 ", -
25. Nov 1999,Delisted (Neuemission),CyBio AG, Pharma & Gesundheit," € 34,00 ", -," € 34,00 ", -
23. Nov 1999,Delisted (Neuemission),BRAINPOOL TV AG, -kein-," € 84,00 ", -," € 84,00 ", -
23. Nov 1999,Delisted (Neuemission),Clere AG, Industrie," € 31,50 ", -," € 31,50 ", -
22. Nov 1999,Delisted (Neuemission),Phenomedia AG, -kein-," € 28,50 ", -," € 28,50 ", -
19. Nov 1999,Delisted (Neuemission),HTP High Tech Plastics AG, -kein-," € 19,80 ", -," € 19,80 ", -
19. Nov 1999,Delisted (Neuemission),Toys International.COM, -kein-," € 11,50 ", -," € 11,50 ", -
17. Nov 1999,Delisted (Neuemission),ADS System AG, -kein-," € 18,00 ", -," € 18,00 ", -
16. Nov 1999,Delisted (Neuemission),Orad Hi-Tec Systems Ltd, Software," € 19,00 ", -," € 19,00 ", -
16. Nov 1999,Delisted (Neuemission),"POET Holdings, Inc.", -kein-," € 14,00 ", -," € 14,00 ", -
15. Nov 1999,Delisted (Neuemission),Novasoft AG, -kein-," € 26,00 ", -," € 26,00 ", -
15. Nov 1999,Delisted (Neuemission),DAB Bank AG, Finanzdienstleistung," € 16,50 ", -," € 16,50 ", -
12. Nov 1999,Delisted (Neuemission),ebookers plc, -kein-," € 26,00 ", -," € 26,00 ", -
10. Nov 1999,Prime Standard (Neuemission),Evotec SE, Pharma & Gesundheit," € 24,00 ", -," € 24,00 ", -
09. Nov 1999,Delisted (Neuemission),Plaut Aktiengesellschaft, Industrie," € 22,50 ", -," € 22,50 ", -
09. Nov 1999,Prime Standard (Neuemission),secunet Security Networks AG, Software," € 15,50 ", -," € 15,50 ", -
08. Nov 1999,Delisted (Neuemission),buch.de internetstores AG, Handel," € 11,00 ", -," € 11,00 ", -
08. Nov 1999,Delisted (Neuemission),Vizrt Ltd., Software," € 13,50 ", -," € 13,50 ", -
